doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-102-2014,6.,6.4,,,(3),,,,,가능 작업 반경 및 붐(지브)의 길이를 고려한 정격 하중,,,,,,,,,,
C-102-2014,6.,6.5,,,,,,,줄걸이 용구 능력,,,,,,,,,,,
C-102-2014,6.,6.5,,,(1),,,,,줄걸이용 와이어로프,,,,,,,,,,
C-102-2014,6.,6.5,,,(1),(가),,,,직경,,,,,,,,,,
C-102-2014,6.,6.5,,,(1),(나),,,,안전계수,,,,,,,,,,
C-102-2014,6.,6.5,,,(1),(다),,,,안전하중,,,,,,,,,,
C-102-2014,6.,6.5,,,(1),(라),,,,길이 및 수량,,,,,,,,,,
C-102-2014,6.,6.5,,,(2),,,,,줄걸이용 기타 슬링,,,,,,,,,,
C-102-2014,6.,6.5,,,(2),(가),,,,안전계수,,,,,,,,,,
C-102-2014,6.,6.5,,,(2),(나),,,,안전하중,,,,,,,,,,
C-102-2014,6.,6.5,,,(2),(다),,,,길이 및 수량,,,,,,,,,,
C-102-2014,6.,6.5,,,(3),,,,,인양러그 및 샤클 등(위치별 개별 검토),,,,,,,,,,
C-102-2014,6.,6.5,,,(3),(가),,,,안전계수,,,,,,,,,,
C-102-2014,6.,6.5,,,(3),(나),,,,안전하중,,,,,,,,,,
C-102-2014,6.,6.6,,,,,,,이동식 크레인 작업 안전 계획,,,,,,,,,,,
C-102-2014,6.,6.6,,,(1),,,,,이동식 크레인 설치 위치의 지형,,,,,,,,,,
C-102-2014,6.,6.6,,,(2),,,,,이동식 크레인 설치 위치의 지반 강도,,,,,,,,,,
C-102-2014,6.,6.6,,,(3),,,,,이동식 크레인 설치 위치의 지내력 검토 및 보강 방법,,,,,,,,,,
C-102-2014,6.,6.6,,,(3),(가),,,,필요 지내력,,,,,,,,,,
C-102-2014,6.,6.6,,,(3),(나),,,,설치 위치의 지내력,,,,,,,,,,
C-102-2014,6.,6.6,,,(3),(다),,,,지반 보강 방법,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),,,,,이동식 크레인의 아웃트리거 최대 펼침 가능 여부 및 대책,,,,,,,,,,
C-102-2014,6.,6.6,,,(5),,,,,위험반경내 출입금지 방안,,,,,,,,,,
C-102-2014,6.,6.6,,,(6),,,,,가공전선 접근 여부 및 대책,,,,,,,,,,
C-102-2014,6.,6.6,,,(7),,,,,풍속에 따른 작업중지 기준,,,,,,,,,,
C-102-2014,6.,6.6,,,(8),,,,,이동식 크레인 운전원(조종원) 확인 사항,,,,,,,,,,
C-102-2014,6.,6.6,,,(9),,,,,떨어짐․넘어짐․뒤집힘․깔림․부딪힘․맞음․무너짐․끼임 등의 위험을 예방할 수 있는 안전대책,,,,,,,,,,
C-102-2014,6.,6.6,,,(10),,,,,이동식 크레인 사용작업의 전도 및 침하에 대한 안정성 검토 내역 및 결과 6.7 작업 계획도,,,,,,,,,,
C-102-2014,6.,6.6,,,(1),,,,,작업계획도를 도면으로 작성하여 작업계획서에 포함하여야 한다.,,,,,,,,,,
C-102-2014,6.,6.6,,,(2),,,,,작업계획도는 해당 이동식 크레인의 운전원(조종원)과 작업계획서 작성자가 공동으로 협의하여 작성한다.,,,,,,,,,,
C-102-2014,6.,6.6,,,(3),,,,,작업계획도는 평면도와 단면도를 구분하여 작성한다.,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),,,,,평면도에는 다음 각 목의 내용을 확인할 수 있도록 하여야 한다.,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(가),,,,이동식 크레인 설치 위치,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(나),,,,이동식 크레인 작업 반경 및 선회 방향,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(다),,,,출입금지 구역,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(라),,,,가공전선 및 매설물 등 지장물 위치,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(마),,,,기타 건설 장비 및 인양물 적재 위치,,,,,,,,,,
C-102-2014,6.,6.6,,,(4),(바),,,,"작업지휘자, 줄걸이 작업자, 줄걸이 보조자, 신호수 위치",,,,,,,,,,
C-102-2014,6.,6.6,,,(5),,,,,"단면도에는 이동식 크레인을 이용한 양중 방법(줄걸이 방법 포함)을 도식화하여, 붐의 최대길이, 경사각도, 인양높이를 기입하고, 가공전선 등의 지장물 및 장애물을 표시하여 작업 안전성을 확인할 수 있도록 하여야 한다.",,,,,,,,,,
