doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-06-2015,5.,5.5,,,(2),(차),,,,외부 비계 상에서의 타일 붙이기 작업 시에는 추락방지를 위한 제반 조치를 취하여야 한다.,,,,,,,,,,
C-06-2015,5.,5.5,,,(2),(카),,,,건물 내부 공간에서의 타일 붙이기 작업 시에는 적정 조도를 확보하여야 한다.,,,,,,,,,,
C-06-2015,5.,5.5,,,(2),(타),,,,타일 시공 시에는 추락방지를 위한 제반 조치를 취하도록 한다.,,,,,,,,,,
C-06-2015,5.,5.5,,,(2),(파),,,,천장 타일 붙이기 작업 시 작업높이가 확보되지 않을 경우 적절한 작업발판을 설치한다.,,,,,,,,,,
C-06-2015,5.,5.5,,,(2),(하),,,,"천장 타일 붙이기 작업 시 습식, 건식 등 작업 특성을 고려하여 붙인 타일이 탈락되지 않도록 작업을 시행하여야 한다.",,,,,,,,,,
C-06-2015,5.,5.6,,,,,,,타일 보양 및 청소 작업,,,,,,,,,,,
C-06-2015,5.,5.6,,,(1),,,,,타일 보양의 종류,,,,,,,,,,
C-06-2015,5.,5.6,,,(1),(가),,,,직사광선 또는 풍우 : 시트 등 보양,,,,,,,,,,
C-06-2015,5.,5.6,,,(1),(나),,,,한중 공사 시 동해 또는 급격한 온도변화 : 난방 보온 등 보양,,,,,,,,,,
C-06-2015,5.,5.6,,,(1),(다),,,,타일 붙인 후 3일 : 진동 및 보행 금지,,,,,,,,,,
C-06-2015,5.,5.6,,,(1),(라),,,,줄눈 넣은 후 경화 불량 또는 24시간 이내 비가 올 우려가 있는 경우 : 폴리에틸렌 필름 차단 보양 등,,,,,,,,,,
C-06-2015,5.,5.6,,,(2),,,,,청소작업,,,,,,,,,,
C-06-2015,5.,5.6,,,(2),(가),,,,"타일 면에 붙은 불결한 것, 모르타르, 시멘트 풀 등 제거 : 손, 헝겊 또는 스펀지 등으로 물을 축여 깨끗이 씻은 후 마른 헝겊으로 닦아냄",,,,,,,,,,
C-06-2015,5.,5.6,,,(2),(나),,,,공업용 염산 30배 용액 : 물로 산 성분 완전히 제거,,,,,,,,,,
C-06-2015,5.,5.6,,,(2),(다),,,,타일 부착 접착제 : 승인된 용제로 깨끗이 청소,,,,,,,,,,
C-06-2015,5.,5.6,,,(2),(라),,,,그라우팅 : 타일 전체 청소 등,,,,,,,,,,
C-06-2015,5.,5.6,,,(3),,,,,타일 보양 및 청소작업 시 안전조치 사항,,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(가),,,,"타일의 보양 및 청소작업 시에는 당해 작업에 부합하는 안전모, 보안경, 안전화, 방진마스크 등 개인 보호구를 적정 지급 및 착용한 상태로 작업할 수 있도록 관리 감독을 철저히 한다.",,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(나),,,,"타일의 보양 및 청소작업 시에는 타일의 탈락으로 인한 낙하 재해를 예방하기 위하여 타일의 종류, 뒷발 모양 등에 따른 접착 강도를 확보한 후 수행하도록 한다.",,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(다),,,,바닥 타일 보양작업 시에는 관리감독자의 승인을 얻어 보행판 등을 깔고 보행하여야 한다.,,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(라),,,,"직사광선 및 비를 차단하기 위하여 설치하는 시트 및 폴리에틸렌 필름 설치 작업은 날리지 않도록 별도의 지지 로프를 설치하고, 추락 등 재해를 예방하기 위하여 작업구간에 작업발판 및 안전 난간을 설치하여야 한다.",,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(마),,,,"공업용 염산, 타일 접착제 등을 청소하는 경우에는 근로자를 대상으로 당해 물질의 유해․위험성 및 응급처치 등에 대하여 작업 전 반드시 숙지시켜야 한다.",,,,,,,,,,
C-06-2015,5.,5.6,,,(3),(바),,,,청소작업에 사용되는 공업용 염산 등 세척제에 대하여는 안전보건규칙에서 정하는 물질안전보건자료(MSDS) 기준에 의거하여 당해 물질의 유해성 및 사용 시 유의사항에 대하여 게시토록 한다.,,,,,,,,,,
C-06-2015,6.,,,,,,,,타일 철거 작업 시 안전조치 사항,,,,,,,,,,,
C-06-2015,6.,6.1,,,,,,,기구 및 기계,,,,,,,,,,,
C-06-2015,6.,6.1,,,(1),,,,,수동,,,,,,,,,,
C-06-2015,6.,6.1,,,(1),(가),,,,"망치, 해머",,,,,,,,,,
C-06-2015,6.,6.1,,,(1),(나),,,,"드라이버, 정, 노루발 등",,,,,,,,,,
C-06-2015,6.,6.1,,,(2),,,,,전동,,,,,,,,,,
C-06-2015,6.,6.1,,,(2),(가),,,,전동 해머 드릴,,,,,,,,,,
C-06-2015,6.,6.1,,,(2),(나),,,,그라인더 등,,,,,,,,,,
C-06-2015,6.,6.2,,,,,,,타일 철거 작업 시 안전조치 사항,,,,,,,,,,,
C-06-2015,6.,6.2,,,(1),,,,,준비작업,,,,,,,,,,
C-06-2015,6.,6.2,,,(1),(가),,,,자재 등 운반 시에는 작업 수행 전 근로자 동선을 확보하고 운반 통행로 주변에 장애물이 없도록 조치한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(1),(나),,,,작업장 바닥은 걸려 넘어지거나 미끄러지지 않도록 작업 전 청소하는 등 정리 정돈을 실시한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(1),(다),,,,철거작업에 사용되는 수동 및 전동 기계․기구에 대하여는 반입 전에 이상 유무 점검을 실시한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(2),,,,,타일 철거작업,,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(가),,,,"철거작업 계획 수립 시 철거 부위의 구조, 타일의 부착상태, 상․하 동시 작업의 유무 등을 조사하여야 한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(나),,,,"작업 책임자는 조사 결과에 따른 철거방법, 철거물의 처분 계획, 철거작업용 기계․기구 등이 포함된 철거 계획서를 작성하여야 한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(다),,,,"철거작업 시에는 작업높이에 따른 안전한 구조의 작업발판을 설치하고, 발판단부에는 안전 난간을 설치하여야 하며, 발판까지의 통행을 위하여 승강설비를 설치한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(라),,,,바닥 타일을 전동 해머 드릴로 철거할 경우에는 드릴이 바닥면에서 미끄러지거나 손에서 이탈되지 않도록 적정 힘으로 드릴을 잡아야 한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(마),,,,전동 해머 드릴 등 중량의 전동 공구를 사용할 경우에는 요통 재해를 예방하기 위하여 작업 전 준비 운동을 실시하여야 한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(바),,,,벽체 타일을 철거할 경우에는 타일의 탈락으로 인한 낙하사고 예방을 위하여 위에서 아래 방향으로 작업을 실시하여야 한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(사),,,,"작업 장소 주변에는 돌출물, 절연파괴 전선 및 타일의 깨진 부위 등 유해․ 위험요소를 사전에 제거하여야 한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(2),(아),,,,"근로자에 대하여는 보안경, 안전모, 안전화, 안전장갑 등 개인보호구를 지급하고, 당해 작업에 부합하는 개인보호구를 착용하도록 한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(3),,,,,청소작업,,,,,,,,,,
C-06-2015,6.,6.2,,,(3),(가),,,,"타일, 콘크리트, 유리 등을 동시에 철거하는 경우에는 별도로 분리하여 처분하여야 한다.",,,,,,,,,,
C-06-2015,6.,6.2,,,(3),(나),,,,철거 자재를 마대에 담아서 처분할 경우에는 깨진 타일 등이 튀어나오지 않도록 마대를 선택하여야 한다.,,,,,,,,,,
C-06-2015,6.,6.2,,,(3),(다),,,,철거 자재를 운반․청소하는 근로자는 깨진 타일 등에 찔리거나 베이지 않도록 안전장갑을 착용하여야 한다.,,,,,,,,,,
