doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-49-2012,7.,,,,(4),,,,,,,,클립부착 안전대의 사용에는 다음에 정하는 사항을 준수하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(4),(가),,,,,,,1종 또는 2종 클립부착 안전대는 로우프 끝단의 클립을 합성수지 수직지지 로우프에 설치해서 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(4),(나),,,,,,,"지지로우프는 클립에 표시된 굵기로서 2,340㎏ 이상의 인장강도를 갖는 것을 사용하여야 한다.",,,,,,,,,,
C-49-2012,7.,,,,(4),(다),,,,,,,클립을 지지로우프에 설치할 경우 클립에 표시된 상․하 방향이 틀리지 않도록 하고 이탈방지장치를 확실하게 조작하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),,,,,,,,수직 지지로우프에 부착하여 사용하는 경우에는 다음에 정하는 사항을 준수하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),(가),,,,,,,합성섬유 지지로우프에 후크 또는 카라비나 부착 안전대를 설치하는 경우 지지로우프에 부착된 크립에 후크 또는 카라비나를 걸어서 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),(나),,,,,,,한 줄의 지지로우프를 이용하는 작업자의 수는 1인으로 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),(다),,,,,,,허리에 장착한 벨트의 위치는 지지로우프에 부착된 크립의 위치보다 위에 있지 않도록 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),(라),,,,,,,추락한 경우에는 지지상태에서 다른 물체에 충돌하지 않도록 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(5),(마),,,,,,,긴 합성섬유 지지로우프를 사용하는 경우 추락 저지시에 아래 부분의 장애물에 접촉하지 않도록 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(6),,,,,,,,수평 지지로우프에 부착하여 사용하는 경우에는 다음에 정하는 사항을 준수하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(6),(가),,,,,,,수평지지로우프는 안전대를 부착시킬 수 있는 구조물이 없고 작업 공정이 횡이동 또는 작업상 빈번히 횡방향으로 이동할 필요가 있는 경우에는 벨트의 높이보다 높은 위치에 설치하고 수평지지로우프에 안전대의 후크 또는 카라비나를 걸어 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(6),(나),,,,,,,한 줄의 지지로우프를 이용하는 작업자의 수는 1인으로 하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(6),(다),,,,,,,추락하여 매달려 흔들리는 경우 물체에 충돌하지 않도록 사용하여야 한다.,,,,,,,,,,
C-49-2012,7.,,,,(6),(라),,,,,,,합성섬유로우프를 지지로우프로 사용하는 경우 추락 저지시 아래부분의 장애물에 접촉 되지 않도록 사용하여야 한다.,,,,,,,,,,
C-49-2012,8.,,,,,,,,,,,안전대의 점검,"책임자를 정하여 안전대의 점검, 보수, 보관 및 폐기에 대한 관리대장에 다음에 정하는 기준에 의하여 그 결과나 관리상의 필요한 사항을 기록하여야 한다.
",,,,,,,,,,
C-49-2012,8.,,,,(1),,,,,,,,"벨트의 마모, 흠, 비틀림, 약품류에 의한 변색",,,,,,,,,,
C-49-2012,8.,,,,(2),,,,,,,,"재봉실의 마모, 절단, 풀림",,,,,,,,,,
C-49-2012,8.,,,,(3),,,,,,,,"철물류의 마모, 균열, 변형, 전기단락에 의한 용융, 리벳이나 스프링의 상태",,,,,,,,,,
C-49-2012,8.,,,,(4),,,,,,,,"로우프의 마모, 소선의 절단, 흠, 열에 의한 변형, 풀림 등의 변형, 약품류에 의한 변색",,,,,,,,,,
C-49-2012,8.,,,,(5),,,,,,,,"각 부품의 손상정도에 의한 사용한계에 대해서는 부품의 재질, 치수, 구조 및 사용조건을 고려하여야 하며 벨트 및 로우프에 사용되는 나일론, 비닐론, 폴리에스텔의 재료특성 및 로우프의 인장강도는 <표 2> 및 <표 3>과 같다.",,"<표 2>, <표 3>",,,,,,,,
C-49-2012,9.,,,,,,,,,,,안전대의 보수,"보수는 정기적으로 하여야 하며, 필요한 경우 다음에 정하는 사항에 따라 수시로 보수하여야 한다.
",,,,,,,,,,
C-49-2012,9.,,,,(1),,,,,,,,"벨트, 로우프가 더러워지면 미지근한 물을 사용하여 씻거나 중성세제를 사용하여 씻은 후 잘 헹구고 직사광선을 피하여 통풍이 잘되는 곳에서 자연 건조시켜야 한다.",,,,,,,,,,
C-49-2012,9.,,,,(2),,,,,,,,"벨트, 로우프에 도료가 묻은 경우에는 용제를 사용하지 말고, 헝겊 등으로 닦아 내야 한다.",,,,,,,,,,
C-49-2012,9.,,,,(3),,,,,,,,철물류가 물에 젖은 경우에는 마른 헝겊으로 잘 닦아내고 녹방지 기름을 엷게 발라야 한다.,,,,,,,,,,
C-49-2012,9.,,,,(4),,,,,,,,철물류의 회전부는 정기적으로 주유하여야 한다.,,,,,,,,,,
C-49-2012,10.,,,,,,,,,,,안전대의 보관,"안전대는 다음 장소에 보관하여야 한다.
",,,,,,,,,,
C-49-2012,10.,,,,(1),,,,,,,,직사광선이 닿지 않는 곳,,,,,,,,,,
C-49-2012,10.,,,,(2),,,,,,,,통풍이 잘 되며 습기가 없는 곳,,,,,,,,,,
C-49-2012,10.,,,,(3),,,,,,,,부식성 물질이 없는 곳,,,,,,,,,,
C-49-2012,10.,,,,(4),,,,,,,,화기 등이 근처에 없는 곳,,,,,,,,,,
C-49-2012,11.,,,,,,,,,,,안전대의 폐기,"다음 사항에 해당되는 안전대는 폐기하여야 한다.
",,,,,,,,,,
C-49-2012,11.,,,,(1),,,,,,,,다음 사항에 해당되는 로우프는 폐기하여야 한다.,,,,,,,,,,
C-49-2012,11.,,,,(1),(가),,,,,,,소선에 손상이 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(1),(나),,,,,,,"페인트, 기름, 약품, 오물 등에 의해 변질된 것.",,,,,,,,,,
C-49-2012,11.,,,,(1),(다),,,,,,,비틀림이 있는 것,,,,,,,,,,
C-49-2012,11.,,,,(1),(라),,,,,,,횡마로 된 부분이 헐거워진 것,,,,,,,,,,
C-49-2012,11.,,,,(2),,,,,,,,다음 사항에 해당되는 벨트는 폐기하여야 한다.,,,,,,,,,,
C-49-2012,11.,,,,(2),(가),,,,,,,끝 또는 폭에 1㎜ 이상의 손상 또는 변형이 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(2),(나),,,,,,,양끝의 헤짐이 심한 것.,,,,,,,,,,
C-49-2012,11.,,,,(3),,,,,,,,벨트에 다음과 같은 결함이 있을 경우에는 폐기하여야 한다.,,,,,,,,,,
C-49-2012,11.,,,,(3),(가),,,,,,,재봉 부분의 이완이 있는 것,,,,,,,,,,
C-49-2012,11.,,,,(3),(나),,,,,,,재봉실이 1개소 이상 절단되어 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(3),(다),,,,,,,재봉실의 마모가 심한 것.,,,,,,,,,,
C-49-2012,11.,,,,(4),,,,,,,,다음 사항에 해당되는 D링 부분은 폐기하여야 한다.,,,,,,,,,,
C-49-2012,11.,,,,(4),(가),,,,,,,깊이 1㎜ 이상 손상이 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(4),(가),-,,,,,,특히 <그림 3>의 x 부분,<그림 3>,,,,,,,,,
C-49-2012,11.,,,,(4),(나),,,,,,,눈에 보일 정도로 변형이 심한 것,,,,,,,,,,
C-49-2012,11.,,,,(4),(다),,,,,,,전체적으로 녹이 슬어 있는 것,,,,,,,,,,
C-49-2012,11.,,,,(5),,,,,,,,"다음 사항에 해당되는 후크, 박클부분은 폐기하여야 한다.",,,,,,,,,,
C-49-2012,11.,,,,(5),(가),,,,,,,후크와 갈고리 부분의 안쪽에 손상이 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(5),(가),-,,,,,,특히 <그림 4>의 x 부분,<그림 4>,,,,,,,,,
C-49-2012,11.,,,,(5),(나),,,,,,,후크 외측에 깊이 1㎜ 이상의 손상이 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(5),(다),,,,,,,이탈 방지장치의 작동이 나쁜 것,,,,,,,,,,
C-49-2012,11.,,,,(5),(라),,,,,,,전체적으로 녹이 슬어 있는 것.,,,,,,,,,,
C-49-2012,11.,,,,(5),(마),,,,,,,변형되어 있거나 박클의 체결상태가 나쁜 것,,,,,,,,,,
