doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-08-2015,4.,4.2,4.2.2,,,,,,,,,통로용 작업발판,"통로용 작업발판은 〈그림 3〉과 같이 바닥재, 수평재 및 보재로 구성되며 다음 각 호의 규정에 적합하여야 한다.
",<그림 3>,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(1),,,,,,,,강재 통로용 작업발판은 바닥재와 수평재 및 보재를 용접 또는 절곡 가공 등 기계적 접합에 의한 일체식 구조이어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(2),,,,,,,,알루미늄 합금재 통로용 작업발판은 바닥재와 수평재 및 보재를 압출 성형이나 용접 또는 기계적 접합에 의한 일체식 구조이어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(3),,,,,,,,통로용 작업발판의 너비는 20cm 이상이어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(4),,,,,,,,바닥재가 2개 이상으로 구성된 것은 바닥재 사이의 틈 간격이 3cm 이하이어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(5),,,,,,,,바닥재의 바닥판에는 미끄러짐 방지 조치를 하여야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(6),,,,,,,,"통로용 작업발판은 설치조건에 따라 다음과 같이 1종과 2종으로 구분하며, 제조자는 제품에 1종 또는 2종임을 확인할 수 있는 추가 표시를 하여야 한다.",,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(6),(가),,,,,,,지점 거리를 180±5cm로 설치하는 제품을 1종이라 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.2,,(6),(나),,,,,,,지점 거리를 1종과 다르게 설치하는 제품을 2종이라 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,,,,,,,,작업 계단,"작업 계단은 〈그림 4〉와 지지대, 계단 발판 및 걸침 고리로 구성되며 다음 각 호의 규정에 적합하여야 한다.
",<그림 4>,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(1),,,,,,,,"지지대, 계단 발판 또는 걸침 고리는 용접 또는 절곡 가공 등 기계적 접합에 의한 일체식 구조이어야 한다.",,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(2),,,,,,,,"단 높이는 24cm 이하이어야 하고, 일정한 간격으로 부착 고정된 구조이어야 한다.",,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(3),,,,,,,,"계단의 단 너비는 35cm 이상이어야 하며, 일정한 간격으로 부착 고정된 구조이어야 한다.",,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(4),,,,,,,,계단의 지지대는 비계 등에 견고하게 고정되어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(5),,,,,,,,"계단 발판은 항상 건조 상태를 유지하고 미끄러짐 방지 효과가 있는 것이어야 하며, 물건을 적치하거나 방치하지 않아야 한다.",,,,,,,,,,,
C-08-2015,4.,4.2,4.2.3,,(6),,,,,,,,계단의 끝단과 만나는 통로나 작업발판의 측면이 개방될 경우에는 안전 난간을 설치하여야 한다.,,,,,,,,,,,
C-08-2015,4.,4.3,,,,,,,,,,기타 작업발판,,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.1,,,,,,,,,달(달대) 비계용 발판,,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.1,,(1),,,,,,,,작업발판은 폭을 40㎝ 이상으로 하고 틈새가 없도록 한다.,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.1,,(2),,,,,,,,"작업발판의 재료는 뒤집히거나 떨어지지 않도록 비계의 보 등에 연결하거나 고정하여야 하고, 난간의 설치가 가능한 구조의 경우에는 안전 난간을 설치한다.",,,,,,,,,,,
C-08-2015,4.,4.3,4.3.1,,(3),,,,,,,,달기 와이어로프.달기 체인.달기 강선 또는 달기 섬유로프는 한 쪽 끝을 비계의 보 등에 다른 쪽 끝을 내민 보.앵커볼트 또는 건축물의 보 등에 풀리지 않도록 설치한다.,<그림 4_5>,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,,,,,,,,말비계형 발판,,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,(1),,,,,,,,작업발판은 충분히 넓이를 확보하고 3점 이상 고정하여야 한다.,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,(2),,,,,,,,작업발판 설치 높이는 수직고 1.2m 미만 이어야 한다.,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,(3),,,,,,,,작업발판의 돌출 길이는 5~10㎝ 이내로 하며 각각의 각주 사다리는 벌어짐을 방지하기 위한 활동 방지 조치를 하여야 한다.,,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,(4),,,,,,,,"지주 부재와 수평면과의 기울기를 75° 이하로 하고, 지주 부재와 지주 부재 사이를 고정시키는 보조 부재를 설치하여야 한다.",,,,,,,,,,,
C-08-2015,4.,4.3,4.3.2,,(5),,,,,,,,말비계에 사용되는 작업발판은 KS F 8012 또는 방호장치 의무안전 인증기준에 적합하여야 한다.,<그림 6>,,,,,,,,,,
C-08-2015,5.,,,,,,,,,,,작업발판의 재료,,,,,,,,,,,,
C-08-2015,5.,5.1,,,,,,,,,,목재 작업발판,,,,,,,,,,,,
C-08-2015,5.,5.1,,,(1),,,,,,,,작업발판으로 사용하는 제재목은 나뭇결이 곧은 장 섬유 질의 것으로써 경사가 〈그림 7〉과 같이 1 : 15 이하이어야 한다.,<그림 7>,,,,,,,,,,
C-08-2015,5.,5.1,,,(2),,,,,,,,작업발판으로 사용하는 목재는 옥외에서 충분히 건조시킨 함수율이 15~20% 정도의 것을 사용해야 한다.,,,,,,,,,,,
C-08-2015,5.,5.1,,,(3),,,,,,,,"작업발판으로 사용하는 목재는 옹이, 갈라짐, 부식 및 변형 등이 없는 것으로 강도 상의 결점이 적어야 하며 허용한도는 다음 조건이 충족되어야 한다.",,,,,,,,,,,
C-08-2015,5.,5.1,,,(3),(가),,,,,,,결점이 판면의 중앙에 있을 경우에는 개개의 크기가 발판 폭의 1/5을 초과하지 않아야 한다.,,,,,,,,,,,
C-08-2015,5.,5.1,,,(3),(나),,,,,,,결점이 발판의 가면에 있을 경우에는 발판 두께의 1/2을 초과하지 않아야 한다.,,,,,,,,,,,
C-08-2015,5.,5.1,,,(3),(다),,,,,,,결점이 발판의 폭과 동일한 길이 내에 있는 결점 치수의 총합이 발판 폭의 1/4을 초과하지 않아야 한다.,,,,,,,,,,,
C-08-2015,5.,5.1,,,(3),(라),,,,,,,발판단부의 갈라진 길이는 〈그림 8〉의 (D)와 같이 발판 폭의 1/2을 초과하여서는 아니 되며 갈라진 부분이 1/2이하인 경우에는 철선 또는 띠철로 감아 사용해야 한다.,<그림 8>,,,,,,,,,,
C-08-2015,5.,5.2,,,,,,,,,,강재 작업발판,,,,,,,,,,,,
C-08-2015,5.,5.2,,,(1),,,,,,,,"작업발판의 각부는 현저한 손상, 변형 또는 부식이 없어야 한다.",,,,,,,,,,,
C-08-2015,5.,5.2,,,(2),,,,,,,,강재 작업발판의 각 부분에 사용하는 재료의 성질 및 강도는 방호장치 의무 안전 인증 고시(고용노동부 고시 제2013-54호)에 적합하거나 그와 동등 이상의 성질을 가지고 있어야 한다.,,,,,,,,,,,
C-08-2015,5.,5.2,,,(3),,,,,,,,이 지침에서 정하는 규정 이외의 사항은 방호장치 의무안전 인증 고시(고용 노동부 고시 제2013-54호) 중 제36조(성능 기준 및 시험방법)의 규정에 정하는 바에 의한다.,,,,,,,,,,,
C-08-2015,6.,,,,,,,,,,,작업발판 설치 및 해체 시 주의사항,,,,,,,,,,,,
C-08-2015,6.,,,,(1),,,,,,,,작업발판의 지지물은 하중에 의하여 파괴될 우려가 없는 것을 사용하여야 한다.,,,,,,,,,,,
C-08-2015,6.,,,,(2),,,,,,,,"근로자가 작업발판 고정용 못, 철선 및 볼트 등에 걸려 넘어지지 않도록 조치하여야 한다.",,,,,,,,,,,
C-08-2015,6.,,,,(3),,,,,,,,작업발판을 작업에 따라 이동시킬 때에는 위험 방지에 필요한 조치를 하여야 한다.,,,,,,,,,,,
C-08-2015,6.,,,,(4),,,,,,,,작업발판을 해체 시 그 주변에는 관계자 외 출입을 금지시킨다.,,,,,,,,,,,
C-08-2015,6.,,,,(5),,,,,,,,추락의 위험이 있는 장소에는 안전 난간을 설치하여야 한다. 다만 작업여건상 안전 난간을 설치하는 것이 곤란하거나 임시로 손잡이를 해체하는 경우에 방망을 치거나 근로자에게 안전대를 사용하게 하는 등 추락에 의한 위험 방지조치를 할 때에는 그러하지 아니하다.,,,,,,,,,,,
C-08-2015,6.,,,,(6),,,,,,,,안전 난간에 관련된 제반 규정은 안전보건규칙에 준한다.,,,,,,,,,,,
C-08-2015,7.,,,,,,,,,,,작업발판 사용 시 준수 사항,,,,,,,,,,,,
C-08-2015,7.,,,,(1),,,,,,,,작업발판 사용 시 작업발판 점검 계획을 수립하여 당해 작업 시작 전에 작업 발판에 대한 점검을 실시한 후 〈부록 4〉와 같이 “작업발판 점검 결과표” 를 당해 작업장에 게시하고 작업발판 주변에 지적된 내용을 표시하여 작업 발판을 사용하는 근로자가 점검 내용을 확인 할 수 있도록 하여야 한다.,,,,,,,,,,,
C-08-2015,7.,,,,(1),(가),,,,,,,점검 일시,,,,,,,,,,,
C-08-2015,7.,,,,(1),(나),,,,,,,점검범위,,,,,,,,,,,
C-08-2015,7.,,,,(1),(다),,,,,,,각 항목별 점검 내용,,,,,,,,,,,
C-08-2015,7.,,,,(1),(라),,,,,,,점검자 및 확인자 지정,,,,,,,,,,,
C-08-2015,7.,,,,(1),(마),,,,,,,이상 여부에 대한 조치 방법,,,,,,,,,,,
C-08-2015,7.,,,,(1),(바),,,,,,,기타 필요한 사항,,,,<부록 4>,,,,,,,
C-08-2015,7.,,,,(2),,,,,,,,“(1)”항에 따른 점검 결과 설치된 작업발판이 안전기준에 부합되지 않을 때에는 근로자가 그 작업발판을 사용하기 전까지 개선하여야 한다.,,,,,,,,,,,
C-08-2015,7.,,,,(3),,,,,,,,재사용 강재 작업발판 사용 시에는 작업장에 작업발판을 반입하는 시점에 KOSHA GUIDE C-25-2011(재사용 가설기자재 성능 기준에 관한 지침)에 의거 작업발판의 재료 성능에 대한 점검을 실시하여 이상 여부를 확인하여야 한다.,,,,,,,,,,,
C-08-2015,7.,,,,(4),,,,,,,,작업발판의 최대적재하중 및 각 재료별 최대적재수량을 비계의 구조에 따라 정한 후 그 내용을 게시하여 근로자가 확인할 수 있도록 하고 이를 초과하여 적재하여서는 아니 된다.,,,,,,,,,,,
C-08-2015,7.,,,,(5),,,,,,,,“작업발판 사용 시 준수해야 할 주요사항”을 〈부록 5〉와 같이 정한 후 그 내용을 게시하여 근로자로 하여금 준수토록 하여야 한다.,,,,<부록 5>,,,,,,,
