doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-03-2011,6.,6.1,,,(2),,,,,,,,"작업계획은 직선 구간, 곡선구간 등 작업 형태(Type)별로 수립하여야 한다.",,,,,,,,,,
C-03-2011,6.,6.1,,,(3),,,,,,,,제작장에 설치하는 겐츄리크레인 및 타워크레인은 설치 사용 전에 관계기관으로부터 안전인증을 받아야 한다.,,,,,,,,,,
C-03-2011,6.,6.1,,,(4),,,,,,,,제작장 내의 근로자 이동통로에는 가설통로를 설치하고 양측 단부에는 안전난간을 설치하는 등 추락 위험장소에는 추락방지 조치를 하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.1,,,(5),,,,,,,,제작장 내의 가설 전기 시설에 대해 감전재해를 예방하기 위하여 다음 사항을 점검하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.1,,,(5),(가),,,,,,,가설전기 용량의 적정성 및 분․배전반 등 시설 배치의 적정여부,,,,,,,,,,
C-03-2011,6.,6.1,,,(5),(나),,,,,,,누전차단기 설치 및 접지상태 등,,,,,,,,,,
C-03-2011,6.,6.1,,,(6),,,,,,,,제작장에서 단위 세그먼트의 횡방향 강연선은 가능한 한 콘크리트에 과대한 인장응력이 발생하지 않도록 단면 도심축에 가까운 강연선을 먼저 긴장하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.1,,,(7),,,,,,,,"세그먼트 운반은 운반 경로의 등판각도, 회전반경, 회전 각도, 적재하중 등을 고려하여 트레일러, 트랜스포터 등의 운반기계를 선정하여야 한다.",,,,,,,,,,
C-03-2011,6.,6.1,,,(8),,,,,,,,가설도로를 통한 운반 작업 시에는 지반 침하로 인한 세그먼트의 전도 방지를 위해 체인블럭(Chain block) 등을 이용하여 고정하고 가설도로는 평탄성을 유지하여야 하며 가설도로의 다짐도는 95% 이상이어야 한다.,,,,,,,,,,
C-03-2011,6.,6.1,,,(9),,,,,,,,운반기계의 운행속도는 10km/hr 이하로 하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.2,,,,,,,,,,세그먼트 인양,,,,,,,,,,,
C-03-2011,6.,6.2,,,(1),,,,,,,,작업 시작 전에 중량물(세그먼트) 취급 작업계획서를 수립하고 이를 준수하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.2,,,(2),,,,,,,,"겐츄리크레인으로 세그먼트를 인양하기 전에 달기 로프 및 훅, 연결 도구를 점검하고 스프레더빔(Spreader beam) 또는 행잉빔(Hanging beam) 등에 견고하게 연결하여야 한다.",,,,,,,,,,
C-03-2011,6.,6.2,,,(3),,,,,,,,겐츄리크레인 운전원과 하부 작업자간 원활한 작업을 위하여 사전에 신호 체계를 수립하고 신호수를 배치하여 신호수의 신호에 따라 작업이 이루어지도록 한다.,,,,,,,,,,
C-03-2011,6.,6.2,,,(4),,,,,,,,"세그먼트를 인양하기 위한 스프레이더 빔은 <그림 5>, <그림 6>와 같이 세그먼트에 수평으로 체결하여야 한다.","<그림 5>, <그림 6>",,,,,,,,,
C-03-2011,6.,6.2,,,(5),,,,,,,,겐츄리크레인의 운전원은 사전에 충분한 교육 및 조작능력 습득 후 작업에 투입하여야 한다. 필요시 자체적으로 일정한 자격 기준을 마련하여 운영한다.,,,,,,,,,,
C-03-2011,6.,6.2,,,(6),,,,,,,,겐츄리크레인으로 인양작업 외에 가설트러스 거더에 고정 연결된 지주 (Support) 등을 수평으로 이동하는 등 회전모멘트를 발생할 수 있는 작업을 원천적으로 하지 않도록 하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.3,,,,,,,,,,세그먼트 가설,,,,,,,,,,,
C-03-2011,6.,6.3,,,(1),,,,,,,,"세그먼트 가설에 사용되는 강봉은 제조사의 매뉴얼에 따라 재사용 기준을 정하고 작업 전․후 강봉의 균열, 변형, 마모상태를 육안으로 1차 점검하고 필요시 비파괴 검사 등을 통해 폐기 또는 보강하여 사용하여야 한다.",,,,,,,,,,
C-03-2011,6.,6.3,,,(2),,,,,,,,세그먼트 가설 강봉은 가능한 한 콘크리트에 과대한 인장응력이 발생하지 않도록 <그림 7>과 같이 단면 도심축에 가까운 강봉을 먼저 긴장하고 다음 사항을 준수하여야 한다.,,,,,,,,,,
C-03-2011,6.,6.3,,,(2),(가),,,,,,,인장 시 작업자는 강봉 후면에 위치 금지,,,,,,,,,,
C-03-2011,6.,6.3,,,(2),(나),,,,,,,인장 완료 시 너트를 확실하게 체결 후 잭 해체,,,,,,,,,,
C-03-2011,6.,6.3,,,(2),(다),,,,,,,잭 인장 작업자와 펌프 조작 작업자 간의 신호 철저,<그림 7>,,,,,,,,,
C-03-2011,6.,6.3,,,(3),,,,,,,,키(Key) 세그먼트 가설 후 접합 콘크리트 세그먼트 제작 콘크리트와 동종 제품을 사용하고 다음 사항을 준수한다.,,,,,,,,,,
C-03-2011,6.,6.3,,,(3),(가),,,,,,,키 세그먼트 홈에 발 빠짐 주의,,,,,,,,,,
C-03-2011,6.,6.3,,,(3),(나),,,,,,,바이브레이터 사용 시 전기 감전주의,,,,,,,,,,
C-03-2011,6.,6.3,,,(3),(다),,,,,,,믹서트럭 이동 중 협착주의,,,,,,,,,,
C-03-2011,6.,6.4,,,,,,,,,,강연선 인장,,,,,,,,,,,
C-03-2011,6.,6.4,,,(1),,,,,,,,종 방향 강연성 인장은 설계도서에서 정한 순서에 의거 안전하게 작업을 실시한다.,,,,,,,,,,
C-03-2011,6.,6.4,,,(2),,,,,,,,정착구 케이싱(Casing) 전면은 인장(Tendon)축에 수직을 유지하도록 하며 케이싱과 쉬즈관은 테이핑 하여 모르타르가 흘러 들어가지 않도록 한다.,<그림 8>,,,,,,,,,
C-03-2011,6.,6.4,,,(3),,,,,,,,강연선 설치 시 케이싱 면에서 인장단의 거리가 지압판과 인장잭의 거치 시 지장이 없도록 1m 이상 여유장을 두어 설치한다.,,,,,,,,,,
C-03-2011,6.,6.4,,,(4),,,,,,,,커플러(Coupler)로 쉬즈관 연결부는 <그림 9>와 같이 테이프로 밀봉하여 이물질이 들어가지 않도록 한다.,<그림 9>,,,,,,,,,
C-03-2011,6.,6.4,,,(5),,,,,,,,인장 두부(Head) 및 웨지(Wedge) 설치 시 두부 내 이물질이 들어가지 않도록 주의하고 웨지는 녹슬지 않도록 관리하며 설치 시 두 개의 웨지가 대칭이 되도록 설치한다.,<그림 10>,,,,,,,,,
C-03-2011,6.,6.4,,,(6),,,,,,,,인장(Tendon)축 내의 그라우트재를 주입하며 배출구로 나오는 그라우트가 믹서에 있는 그라우트와 균등할 때 배출구를 막는다. (공기 및 인장축 내의 있는 잔류수가 모두 빠진 뒤에 배출구를 막는다.,,,,,,,,,,
C-03-2011,7.,,,,,,,,,,,런칭거더(Launching girder) 추진 안전작업,,,,,,,,,,,
C-03-2011,7.,,,,(1),,,,,,,,런칭거더는 <그림 11>과 같이 구성되며 추진(Launching) 작업 단계별 작업 절차 및 작업 방법에 대한 매뉴얼을 작성하고 사전에 근로자에 충분히 주지시켜야 하며 근로자가 잘 보이는 곳에 게시하여야 한다.,<그림 11>,,,,,,,,,
C-03-2011,7.,,,,(2),,,,,,,,런칭거더는 <표 2>의 순서에 의해 추진된다.,,<표 2>,,,,,,,,
C-03-2011,7.,,,,(3),,,,,,,,겐츄리크레인의 운전원과 작업반장 또는 전담 신호수 사이 수신호 및 무선 신호체계를 구비하여 휴먼에러(Human error)를 예방하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(4),,,,,,,,겐츄리크레인의 이동속도는 5km/hr 이하로 제한하고 단부에는 스토퍼 (Stopper)를 설치하여 안전구간을 이탈하지 않도록 하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(5),,,,,,,,런칭작업을 위하여 겐츄리크레인을 후방으로 이동하거나 전방으로 이동할 위치를 표시하고 이동한 후에는 움직이지 않도록 브레이크(Brake)를 반드시 체결하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(6),,,,,,,,"강풍으로 인한 런칭거더의 전도붕괴 방지를 위해 풍속별로 안전조치 계획을 수립하고 특히, 순간 풍속이 20m/sec 이상인 경우에는 작업을 중지하고 겐츄 리크레인을 안전한 위치로 이동하여 브레이크 체결 및 체인 블럭을 이용하여 고정하여야 한다.",,,,,,,,,,
C-03-2011,7.,,,,(7),,,,,,,,"유압장치, 모터, 볼트, 용접 부위 등 주요 장치에 대해서는 점검주기를 정하여 육안검사, 비파괴검사 등의 방법으로 점검하여야 한다.",,,,,,,,,,
C-03-2011,7.,,,,(8),,,,,,,,런칭작업 전에 유압장비를 연결하고 다음사항을 점검하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(8),(가),,,,,,,유압장치 전원 상태 및 파손 여부,,,,,,,,,,
C-03-2011,7.,,,,(8),(나),,,,,,,유압호스 누수 여부,,,,,,,,,,
C-03-2011,7.,,,,(8),(다),,,,,,,유압장치 다이얼 게이지 이상 유무 확인,,,,,,,,,,
C-03-2011,7.,,,,(8),(라),,,,,,,잭 연결용 핀 상태 확인 (이탈 방지 고정 핀 등),,,,,,,,,,
C-03-2011,7.,,,,(9),,,,,,,,런칭작업 전에 왜건(Wagon) 장치에 대하여 다음 사항을 점검하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(9),(가),,,,,,,왜건 고정볼트의 이상여부,,,,,,,,,,
C-03-2011,7.,,,,(9),(나),,,,,,,가이드 플레이트(Guide plate)의 이상 여부,,,,,,,,,,
C-03-2011,7.,,,,(9),(다),,,,,,,슬라이딩 그리스 주입 및 테프론 미끄럼판 안착 상태 등,,,,,,,,,,
C-03-2011,7.,,,,(10),,,,,,,,"런칭작업 시 유압 잭(Jack)의 푸싱 핀 고정, 브레이크 핀 해제, 고정 시 푸싱 핀 해제, 브레이크 핀 고정상태를 반드시 확인하고 후속작업을 진행하여야 한다.",,,,,,,,,,
C-03-2011,7.,,,,(11),,,,,,,,"런칭거더 추진 작업 단계마다 메인써포트, 전방 지점(Front leg), 후방 지점 (Rear leg) 등 주요 부재에 대해서는 수직·수평 상태를 확인한 후 후속작업을 진행하도록 하고 수직·수평도를 1% 이내로 유지토록 한다.",,,,,,,,,,
C-03-2011,7.,,,,(12),,,,,,,,런칭거더 추진방향 맨 앞쪽의 전방 지점(Front leg)은 추진 시 교각과 충돌 등 간섭이 발생하지 않도록 높이 조절 폭(Stroke)을 50cm 이상으로 하고 후 방지점에 받침을 설치하여 높이를 조절하는 등의 작업은 가급적 피하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(13),,,,,,,,전방 지점 설치 후 교각에 매입된 앵커 등에 견고하게 고정하여야 한다.,<그림 12>,,,,,,,,,
C-03-2011,7.,,,,(14),,,,,,,,런칭거더의 지지기둥(Support)은 탄성 슈(Elastic Shoe)위에 설치함으로 서 처짐 현상이 발생하지 않도록 하여야 한다.,,,,,,,,,,
C-03-2011,7.,,,,(15),,,,,,,,피어(Pier) 세그먼트 가설 시 교량의 본 슈(Shoe)의 보호를 위해 편평한 잭(Flat jack)을 설치하여야 한다.,<그림 13>,,,,,,,,,
C-03-2011,7.,,,,(16),,,,,,,,전방 지점(Front leg)이 설치된 교각에 피어 세그먼트를 설치할 때에 충돌로 인한 사고를 예방하기 위하여 겐츄리크레인 속도제한 및 전방 지점에 근접해 서는 체인블럭 등을 이용한 미세조정으로 작업하여야 한다.,<그림 14>,,,,,,,,,
C-03-2011,7.,,,,(17),,,,,,,,곡선부 가설 시 전․후방 지점(Front/Rear leg) 각 조정 및 필요시 왜건 위치를 조정하여 런칭거더가 전체적으로 일직선상에 놓이게 하여 추진함으로써 편심발생을 최소화하여야 한다.,,,,,,,,,,
C-03-2011,8.,,,,,,,,,,,안전시설 설치 및 안전조치 사항,,,,,,,,,,,
C-03-2011,8.,8.1,,,,,,,,,,겐츄리크레인 안전조치,,,,,,,,,,,
C-03-2011,8.,8.1,,,(1),,,,,,,,겐츄리크레인에 대해서는 작업 전 안전 인증을 받아야 하며 주기적으로 전문 기관을 통하여 안전검사를 받도록 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(2),,,,,,,,공사 중 인양 하중을 고려하여 크레인 용량을 검토하되 외국 제품의 경우 국내 외 정격하중 기준이 다를 수 있으므로 유의하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(3),,,,,,,,겐츄리크레인 관련 작업에는 신호수를 배치하고 운전원과 신호수간 신호를 통 일하여 운영하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(4),,,,,,,,겐츄리크레인을 이용하여 세그먼트 인양작업 시 브레이커 고정상태 확인 및 작업반경 하부에는 신호수를 배치하여 관계 근로자 출입을 통제하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(5),,,,,,,,"겐츄리크레인은 인양용 도로 만 사용하도록 하고, <그림 14>의 안전장치를 설 치하도록 한다.",<그림 15>,,,,,,,,,
C-03-2011,8.,8.1,,,(6),,,,,,,,낙뢰에 대비하여 추가적으로 피뢰설비를 설치하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),,,,,,,,크레인 운전원은 다음의 안전 수칙을 준수하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(가),,,,,,,크레인 사용은 지정된 운전원이 하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(나),,,,,,,크레인 운전원은 장비 제원을 숙지하고 운전 지침에 따라 운전하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(다),,,,,,,크레인 운전원의 개인보호구 및 장비는 무선조종기 조작 장치와 간섭되지 않도록 유의하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(라),,,,,,,무선조종기 전원 스위치의 ON/OFF 상태를 확인한 후 크레인을 운전한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(마),,,,,,,크레인의 안전장치를 임의로 제거 또는 변경해서는 아니 된다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(바),,,,,,,"크레인 사용 시 급운행, 급정지, 급하강, 급상승을 하지 않는다.",,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(사),,,,,,,크레인의 정격 인양 하중을 준수한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(아),,,,,,,크레인 조작 운전원은 안전벨트 등 개인 보호구를 착용하고 부착 설비에 부착한 후에 작업하도록 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(자),,,,,,,크레인 이동 레일 주위에 자재 및 공구 등 장애물을 적재하여서는 아니 된다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(7),(차),,,,,,,크레인을 이동하는 경우에는 신호수 배치 및 신호수의 유도를 받고 이동하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.1,,,(8),,,,,,,,크레인 운전원에 대해서는 무선조종기 매뉴얼 숙지 여부를 수시로 확인하여야 한다.,<그림 16>,,,,,,,,,
C-03-2011,8.,8.2,,,,,,,,,,추락 및 기타 재해예방 안전조치,,,,,,,,,,,
C-03-2011,8.,8.2,,,(1),,,,,,,,작업 시작 전에 관리감독자를 지정하여 작업을 지휘하도록 하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(2),,,,,,,,근로자의 건강 상태를 작업 전에 확인하여 작업배치 적정여부를 결정하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(3),,,,,,,,"안전모, 안전대 등 근로자의 개인보호구를 점검하고 작업 전에 보호구의 착용방법 교육을 실시하고 작업 중에는 착용여부 및 상태를 확인하여야 한다.",,,,,,,,,,
C-03-2011,8.,8.2,,,(4),,,,,,,,이동식 기계 기구 등 주기적으로 안전점검을 실시하여 이상이 발견된 때에는 정상적인 장비로 교체하거나 정비하여 이상이 없음을 확인한 후 사용하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(5),,,,,,,,위험기계․기구의 방호장치를 점검하고 이상이 있는 경우에는 정상적인 제품으로 교체하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(6),,,,,,,,"런칭 거더에 설치하는 작업발판, 통로, 안전 난간 등 안전시설은 고정형으로 설치하는 것을 원칙으로 하여야 한다.",,,,,,,,,,
C-03-2011,8.,8.2,,,(7),,,,,,,,야간작업을 위하여 전등 등 조명기구를 가설트러스 등 강재 구조체에 설치하는 경우에는 절연재를 설치하여 감전재해를 예방하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(8),,,,,,,,런칭거더 상부 및 노즈에는 연속된 작업발판과 단부에는 안전 난간을 설치하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(9),,,,,,,,런칭거더에 각 부분에 설치된 고정형 승강 사다리에는 등받이 울을 설치하도록 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(10),,,,,,,,다음 개구부에는 추락재해방지를 위하여 개구부 덮개를 설치하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(10),(가),,,,,,,노즈 이음부,,,,,,,,,,
C-03-2011,8.,8.2,,,(10),(나),,,,,,,트러스(Truss) 노즈 개구부,,,,,,,,,,
C-03-2011,8.,8.2,,,(10),(다),,,,,,,노즈 상단 개구부,,,,,,,,,,
C-03-2011,8.,8.2,,,(10),(라),,,,,,,노즈 이음부 상단 개구부 등,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),,,,,,,,다음 개구부에는 추락재해방지를 위하여 안전 난간을 설치하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),(가),,,,,,,써포트(Support) 측면 작업발판 단부,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),(나),,,,,,,고정형 승강 계단 단부,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),(다),,,,,,,힌지 작업대 단부,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),(라),,,,,,,노즈 끝 단부,,,,,,,,,,
C-03-2011,8.,8.2,,,(11),(마),,,,,,,겐츄리크레인 이동구간 내․외부 단부,,,,,,,,,,
C-03-2011,8.,8.2,,,(12),,,,,,,,"세그먼트 접합을 위하여 에폭시(Epoxy)를 도포하는 경우 작업 근로자의 피부 손상 등 건강장해 방지를 위해 안전장갑, 방독마스크 등 개인보호구를 착용토록 하여야 한다.",,,,,,,,,,
C-03-2011,8.,8.2,,,(13),,,,,,,,단위 작업반 내에서 의사소통이 미흡한 경우 위험상황을 초래할 수 있으므로 작업반 구성 시 외국인 근로자가 포함되는 경우 원활한 의사소통을 위하여 사전에 교육·훈련을 실시하여야 한다.,,,,,,,,,,
C-03-2011,8.,8.2,,,(14),,,,,,,,교량 상부 위험 작업 시 하부에 안전지대를 구획하고 신호수 배치 및 차량 및 보행자를 통제하여 급박한 위험상황에 대비하여야 한다.,,,,,,,,,,
