doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-02-2020,5.,5.3,,,(7),,,,,,,,"바지선 위 구조 장비는 대기 선박을 사용하거나, 적정 길이의 로프의 구명환(최소 30m)과 수면 1m 아래까지 내려가는 사다리를 설치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(8),,,,,,,,근로자가 바지선에서 떨어졌을 경우 등 비상시 구조할 수 있도록 비상조치 훈련을 정기적으로 하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.4,,,,,,,,,,바지선의 기계 및 장비 사용 안전조치 사항,,,,,,,,,,,
C-02-2020,5.,5.4,,,(1),,,,,,,,"바지선에서 작업 시 기계와 장비 사용에 다른 협착, 추락, 충돌, 낙하, 감전, 화상 등 재해를 예방하기 위한 필요한 조치를 하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.4,,,(2),,,,,,,,바지선에서 사용하는 기계 및 장비는 다음 사항을 조치하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(가),,,,,,,사용 전 모든 장비의 검사,,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(나),,,,,,,장비의 이상을 발견하였을 때는 제조자의 가이드라인을 따라 유지 보수,,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(다),,,,,,,장비를 사용하는 근로자에게 교육,,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(라),,,,,,,선박 또는 갑판으로 전락하는 것을 예방하기 위해 임시 또는 영구적인 안전 난간의 설치,,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(마),,,,,,,"지지 핀 이 적절히 설치되었는지, 보호 또는 잠금장치로 안전한지 확인",,,,,,,,,,
C-02-2020,5.,5.4,,,(2),(바),,,,,,,"비상시 정지가 가능해야 하고, 장비 운전 위치의 안전시설 설치",,,,,,,,,,
C-02-2020,5.,5.4,,,(3),,,,,,,,"호이스트, 크레인, 데릭 등 양중장치의 작업 반경 내에는 관계 근로자 외 출입을 금지하고, 인양작업 시 하부 출입 통제하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.4,,,(4),,,,,,,,"안전모, 안전화, 보안경, 안전장갑 등 당해 작업에 적합한 보호구를 착용하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.4,,,(5),,,,,,,,바지선에서 크레인을 사용할 때는 크레인이 전도되지 않도록 바닥에 고정 장치를 설치하여 반드시 고정하고 작업하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.4,,,(6),,,,,,,,"윈치(Winch) 주변에서 작업이나 작동할 때 윈치 드럼에 협착, 파단된 와이어로 프에 충돌, 와이어로프에 걸려 넘어지는 재해를 예방하기 위해 다음 사항을 조치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.4,,,(6),(가),,,,,,,윈치의 로프를 감을 때는 장비나 도구 사용,,,,,,,,,,
C-02-2020,5.,5.4,,,(6),(나),,,,,,,윈치 드럼의 덮개를 덮고 사용,,,,,,,,,,
C-02-2020,5.,5.4,,,(6),(다),,,,,,,"윈치 와이어로프 긴장되어 있을 때 그 위나 아래, 앞 또는 나란히 서 있지 말 것(긴장된 로프의 양쪽 15도가 위험지대 범위)",,,,,,,,,,
C-02-2020,5.,5.4,,,(6),(라),,,,,,,"윈치의 주요 구조 부와 용접 부위, 전기 장치, 후크, 도르래 등의 결함 여부를 정기적으로 자체 점검",,,,,,,,,,
C-02-2020,5.,5.4,,,(6),(마),,,,,,,윈치는 지정된 근로자 외 취급금지 조치,,,,,,,,,,
C-02-2020,5.,5.4,,,(7),,,,,,,,크레인 등을 이용하여 물건을 인양할 때 사용하는 줄걸이용 로프 안전조치 사항은 안전보건규칙 제63조 및 KOSHA GUIDE M-81-2011(줄걸이용 와이어로프의 사용에 관한 기술지침)에 따른다.,,,,,,,,,,
C-02-2020,5.,5.4,,,(8),,,,,,,,크레인의 안전조치 사항은 안전보건규칙 제2편 제9절 제2관과 제3관 및 KOSHA GUIDE C-48-2012(건설기계 안전보건 작업 지침)에 따른다.,,,,,,,,,,
C-02-2020,5.,5.5,,,,,,,,,,바지선의 작업환경,,,,,,,,,,,
C-02-2020,5.,5.5,,,(1),,,,,,,,탱크 등 밀폐공간에 출입할 때는 산소 농도를 측정하고 환기 조치하는 등 산소결핍 재해예방을 위해 필요한 조치를 하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.5,,,(2),,,,,,,,다음의 산소결핍 우려 장소에는 작업 전 반드시 산소 농도를 측정하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.5,,,(2),(가),,,,,,,물이나 수증기가 존재하는 강철 탱크에서 녹이 발생한 곳,,,,,,,,,,
C-02-2020,5.,5.5,,,(2),(나),,,,,,,탱크 안에 도장작업을 실시한 경우,,,,,,,,,,
C-02-2020,5.,5.5,,,(2),(다),,,,,,,폐기물이 저장된 탱크,,,,,,,,,,
C-02-2020,5.,5.5,,,(2),(라),,,,,,,갑판에서 누수한 연료가 탱크로 흘러 들어간 경우,,,,,,,,,,
C-02-2020,5.,5.5,,,(3),,,,,,,,밀폐된 공간의 청소 등 작업의 안전조치 사항은 KOSHA GUIDE H-80-2012(밀폐공간 보건 작업 프로그램 시행 기술 지침)에 따른다.,,,,,,,,,,
C-02-2020,5.,5.5,,,(4),,,,,,,,"바지선의 화재예방을 위해 저장된 연료 저장장소와 압축된 가스용기는 점화원과 적절한 거리를 두어야 하며, 위험표지를 설치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.5,,,(5),,,,,,,,"용접, 절단, 연소 그리고 분쇄 같은 화염과 불꽃(Spark)을 이용한 작업을 할 때에는 다음의 조치를 하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(가),,,,,,,근로자는 해당 작업에 자격이 있거나 숙련된 자,,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(나),,,,,,,소화 설비가 작업 지역 근처에 있어야 하고 언제나 긴급 상황에 대처할 수 있게 준비 상태를 유지,,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(다),,,,,,,산소와 아세틸렌 호스 정리 정돈 및 연료원의 방호조치,,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(라),,,,,,,"불티, 불꽃의 유입을 방지하기 위해 환기창에 커버 설치",,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(마),,,,,,,연료나 가스 냄새가 날 경우 화기 작업을 중지하고 원인을 밝히고 문제 해결 후 작업,,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(바),,,,,,,"용접이나 연소 작업을 바지선 갑판 위에서 할 때, 아래 선실 내부에 가연성 물질과 가연성 공기의 유무를 확인하여 조치 후 작업",,,,,,,,,,
C-02-2020,5.,5.5,,,(5),(사),,,,,,,"전기배선 등 작업은 전기담당자가 실시하고 정기적으로 점검하고, 특히 스위치 등은 부식 등 상태 확인",,,,,,,,,,
C-02-2020,5.,5.5,,,(6),,,,,,,,"바지선의 선실 등에는 화재 시 사용할 수 있도록 휴대용 소화기를 비치하고, 정 상 작동 여부를 정기적으로 점검하여야 한다.",,,,,,,,,,
