doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-11-2012,7.,,,,(1),(나),,,,,,,"발판 폭은 35cm 이상으로 하고, 또한 그 바닥면은 미끄러짐 방지 기능을 가지고 있어야 한다.",,,,,,,,,,,
C-11-2012,7.,,,,(1),(다),,,,,,,"발판 너비는 18cm 이상으로 하고, 또한 각각의 너비가 같은 크기이어야 한다.",,,,,,,,,,,
C-11-2012,7.,,,,(1),(라),,,,,,,"발판 높이는 24cm 이하이어야 하고, 일정한 간격으로 부착 고정된 구조 이어야 한다.",,,,,,,,,,,
C-11-2012,7.,,,,(2),,,,,,,,"조립형 가설계단 조립형 가설계단은 그림 4와 같이 발판을 단관비계의 지지대에 크램프를 사용하여 작업장의 환경에 적합하게 조립한 것으로 다음 각 호의 규정에 적합하여야 하며 사용에 지장이 없어야 한다.
",,,,,,,,,,,
C-11-2012,7.,,,,(2),(가),,,,,,,가설계단의 경사각은 30°～60°를 유지하여 설치하도록 하여야 한다.,,,,,,,,,,,
C-11-2012,7.,,,,(2),(나),,,,,,,"발판 너비는 23cm 이상으로 하고, 또한 그 바닥면은 미끄러짐 방지 기능을 가지고 있어야 한다.",,,,,,,,,,,
C-11-2012,7.,,,,(2),(다),,,,,,,"발판 높이는 23cm 이하이어야 하고, 일정한 간격으로 설치하여야 한다.",,,,,,,,,,,
C-11-2012,7.,,,,(2),(라),,,,,,,단관비계와 크램프는 가설기자재 안전인증에 합격한 제품을 사용하여야한다.,<그림 3_4>,,,,,,,,,,
C-11-2012,8.,,,,,,,,,,,가설계단 설치작업 중 안전 준수사항,,,,,,,,,,,,
C-11-2012,8.,,,,(1),,,,,,,,"당해 작업의 관리감독자는 근로자에게 작업장소의 상황과 작업순서 등을 가능한 그림 등을 사용하여 정확하게 지시하여야 하며, 작업 중 예상되는 위험요인과 안전수칙을 충분히 설명하고 그 이행여부를 감독하여야 한다.",,,,,,,,,,,
C-11-2012,8.,,,,(2),,,,,,,,"근로자는 당해 작업에 적합한 개인 보호구를 착용하여야 하며, 안전한 작업을 수행하도록 안전수칙을 준수하여야 한다.",,,,,,,,,,,
C-11-2012,8.,,,,(3),,,,,,,,작업의 안전한 진행을 위하여 근로자의 경험 및 숙련여부를 고려하여 작업에 배치되도록 하여야 한다.,,,,,,,,,,,
C-11-2012,8.,,,,(4),,,,,,,,작업구역 내에는 관계 근로자 외의 자의 출입을 금지시켜야 한다.,,,,,,,,,,,
C-11-2012,8.,,,,(5),,,,,,,,"출입금지 장소에는 울타리 · 로프 · 표지 등을 설치하여 작업장소에 접근할 수 없도록 하고, 필요에 따라 감시자를 배치하여야 한다.",,,,,,,,,,,
C-11-2012,8.,,,,(6),,,,,,,,사용하는 기기 · 공구 등은 정상적으로 작동할 수 있도록 작업전에 점검하고 불량공구는 사용을 금지하거나 정비한 다음에 사용하여야 한다.,,,,,,,,,,,
C-11-2012,8.,,,,(7),,,,,,,,가설 계단의 설치를 완료하면 설치 상태를 점검한 후에 사용하도록 하여야 한다.,,,,,,,,,,,
C-11-2012,9.,,,,,,,,,,,가설 계단의 유지 관리,"가설 계단을 설치 사용 및 유지 관리를 위해 정기적으로 점검하고, 불량 혹은 이상이 발견되었을 경우에는 즉시 보수하도록 한다.
",,,,,,,,,,,
C-11-2012,9.,,,,(1),,,,,,,,설치 작업 중 점검,,,,,,,,,,,
C-11-2012,9.,,,,(1),(가),,,,,,,재료가 규격에 적합한지 아닌지를 확인하여야 한다.,,,,,,,,,,,
C-11-2012,9.,,,,(1),(나),,,,,,,"재료에 녹, 변형 또는 손상 등에 의한 결함이 없는 지를 확인하여야 한다.",,,,,,,,,,,
C-11-2012,9.,,,,(1),(다),,,,,,,발판이 설치기준에 따라 적합하게 되었는지를 확인하여야 한다.,,,,,,,,,,,
C-11-2012,9.,,,,(2),,,,,,,,사용 및 유지관리 점검,,,,,,,,,,,
C-11-2012,9.,,,,(2),(가),,,,,,,발판과 지지대의 접속이나 연결부의 이상 유무를 확인하여야 한다.,,,,,,,,,,,
C-11-2012,9.,,,,(2),(나),,,,,,,발판의 변형 부식 또는 손상 유무를 확인하여야 한다.,,,,,,,,,,,
C-11-2012,9.,,,,(2),(다),,,,,,,발판위에 떨어져있는 자재나 공구 등의 유무를 확인하여야 한다.,,,,,,,,,,,
