doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-10-2016,5.,5.4,5.4.2,,(2),,,,,,,,"압출 시 횡 방향 가이드에 과도한 횡압력, 마찰력이 작용하여 스트랜드(Strand)의 릴렉세이션(Relaxation)이 발생하지 않도록 수시로 확인 점검하여야 한다.",,,,,,,,,,
C-10-2016,5.,5.5,,,,,,,,,,압출 장비 고정 지지 빔,,<그림 8>,,,,,,,,,
C-10-2016,5.,5.5,,,(1),,,,,,,,압출 장비 고정 지지 빔은 교량 상부공 전체를 압출 추진하기 위해 수평력을 가할 때 변위가 발생하지 않도록 충분한 강성과 고정이 되어 있어야 한다.,,,,,,,,,,
C-10-2016,5.,5.6,,,,,,,,,,증기양생 시설,,,,,,,,,,,
C-10-2016,5.,5.6,,,(1),,,,,,,,"보일러 용량은 양생 면적에 적합한 규격을 선택해야 하며, 최소한 1.0톤 이상의 규격의 보일러를 사용하여야 한다.",,,,,,,,,,
C-10-2016,5.,5.6,,,(2),,,,,,,,비상용 수조를 설치하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.6,,,(3),,,,,,,,콘크리트 타설 후 급격한 온도 변화 방지를 위해 보일러 가동이 중단되지 않도록 해야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,,,,,,,,,,추진코,,,,,,,,,,,
C-10-2016,5.,5.7,5.7.1,,,,,,,,,작업 개요,"부 모우멘트와 처짐 방지를 위하여 선단부에 세그멘트(Segmen) 길이의 60~ 70%를 조립하여 연결하는 철골 트러스이며 선단부에 유압잭을 설치하여 압출 선단의 처짐량을 조정하여야 한다
",<그림 9>,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,,,,,,,,작업시 준수사항,,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(1),,,,,,,,집중적인 프리스트레스의 작용단면이 발생하지 않도록 분할 배치 시공하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(2),,,,,,,,추진코와 본체 구조물 연결부는 충분한 전단력을 발휘할 수 있는 체결방식이어야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(3),,,,,,,,"추진코의 제작 조립 거치 시 추진코의 하단과 본체 구조물의 하단이 정확히 동일 평면에 있어야 하고, 거더의 추진에 지장이 없도록 충분한 정밀도를 가져야 한다.",,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(4),,,,,,,,추진코 부재 반입 시 안전설비 부착 유무를 확인하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(5),,,,,,,,추진코의 전도방지를 위한 지주 설치 등 전도 방지 조치를 실시하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(6),,,,,,,,크레인으로 인양 및 조립·해체작업 시 전도 방지를 위한 다음과 같은 조치를 하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(6),(가),,,,,,,지반 다짐 및 평탄 작업,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(6),(나),,,,,,,아웃트리거 하부에 받침목 설치,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(6),(다),,,,,,,필요시 콘크리트 타설 및 철판 사용,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(7),,,,,,,,"추진코가 안전하게 위치할 때까지 크레인으로 고정하며, 볼트 체결이 완료된 후에 인양 로프를 해체하여야 한다.",,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(8),,,,,,,,추진코 상부에는 이동용 수평 통로 및 승강 설비를 설치하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.7,5.7.2,,(9),,,,,,,,"추진코 상부 작업 시 추락방지를 위한 안전 시설(안전난간, 안전대 부착 설비 등)을 설치하여야 한다.",,,,,,,,,,
C-10-2016,6.,,,,,,,,,,,세그먼트(Segment) 제작․시공 안전 작업,,,,,,,,,,,
C-10-2016,6.,6.1,,,,,,,,,,거푸집 설치 및 철근 조립,,,,,,,,,,,
C-10-2016,6.,6.1,,,(1),,,,,,,,거푸집 조립 작업 중 근로자의 추락방지를 위한 안전대 부착 시설을 설치하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.1,,,(2),,,,,,,,거푸집 반입 시 거푸집 단부 측에 안전 난간의 설치 여부를 확인하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.1,,,(3),,,,,,,,"바닥판과 단부 측, 지상에서 거푸집 상부 측으로 이동할 수 있는 이동용 승강 설비를 설치하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.1,,,(4),,,,,,,,거푸집 박리제로 인한 작업자의 미끄러짐이 발생하지 않도록 주의하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.1,,,(5),,,,,,,,거푸집 설치(Setting)시 유압작동에 의한 유압호스의 파손에 주의하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.1,,,(6),,,,,,,,근로자의 부상방지를 위해 내부 거푸집의 윈치 회전부에 덮개를 설치하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.1,,,(7),,,,,,,,"철근 및 강선에 의한 베임 및 찔림에 주의하고, 운반 시 넘어지거나 자재의 낙하가 일어나지 않도록 주의하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.1,,,(8),,,,,,,,"가공 철근 인양 작업 시 낙하물이 발생하지 않도록 2줄 걸이로 하며, 달줄· 달포대를 사용하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.1,,,(9),,,,,,,,철근 배근 및 거푸집 설치 시 추락방지를 위해 작업높이를 감안한 작업 발판을 설치하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.2,,,,,,,,,,콘크리트 타설 및 양생,,,,,,,,,,,
C-10-2016,6.,6.2,,,(1),,,,,,,,콘크리트 타설 방법 및 순서를 준수하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.2,,,(2),,,,,,,,"진동다짐기의 감전방지를 위하여 접지 및 누전 차단기가 설치된 분전반의 전원을 사용하고, 작업 전선도 피복손상 유무를 확인하며, 사용 후에는 분해해서 깨끗하게 청소하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.2,,,(3),,,,,,,,"콘크리트 타설 시 지반 다짐 및 평편도가 유지된 곳에 펌프카를 설치하며, 받침목도 설치하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.2,,,(4),,,,,,,,콘크리트 타설 직후 직사광선이나 바람으로 인한 표면건조로 초기균열이 발생하는 것을 방지하기 위한 조치를 해야 한다.,,,,,,,,,,
C-10-2016,6.,6.2,,,(5),,,,,,,,"증기양생 시 콘크리트에 접근을 금지시키며, 화상에 주의하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.2,,,(6),,,,,,,,"보일러의 압력용기가 규정 압력인지를 확인하고, 배관라인의 증기 누출 여부도 확인하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.3,,,,,,,,,,거푸집 해체,,,,,,,,,,,
C-10-2016,6.,6.3,,,(1),,,,,,,,"거푸집 탈형은 하부 거푸집, 외부, 내부 거푸집 순으로 실시하며, 반드시 탈형 순서를 준수하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.3,,,(2),,,,,,,,"거푸집 탈형 시 거푸집 위에 근로자의 출입을 철저히 통제하며, 임의로 안전 시설물을 해체하는 것을 금지하여야 한다.",,,,,,,,,,
C-10-2016,6.,6.3,,,(3),,,,,,,,작업 전 유압호스의 이상 유무 및 유압잭 작동 상태 등을 철저히 점검하여야 한다.,,,,,,,,,,
C-10-2016,6.,6.3,,,(4),,,,,,,,"탈형 전에 낙하, 비래 사고 등을 예방하기 위해 상부 자재 등을 미리 정리하여야 한다.",,,,,,,,,,
C-10-2016,7.,,,,,,,,,,,강선(tendon) 긴장 작업 및 그라우팅 작업,,,,,,,,,,,
C-10-2016,7.,7.1,,,,,,,,,,작업 개요,"강선은 세그멘트(Segement) 구조물이 설계 기준강도 85% 이상일 때 긴장하여 즉시 그라우팅하고, 세그멘트(Segemen)t와 연결하여 가설중의 사하중, 작업하중에 저항하고 전교량이 압출 완료된 후 전체적으로 2차 강선(Continuity tendon)을 긴장하여 활하중에 저항하여야 한다
",,,,,,,,,,
C-10-2016,7.,7.2,,,,,,,,,,작업 시 준수 사항,,,,,,,,,,,
C-10-2016,7.,7.2,,,(1),,,,,,,,긴장 작업은 사전에 감리자가 승인한 긴장 계획서에 의거하여 수행하여야 한다.,,,,,,,,,,
C-10-2016,7.,7.2,,,(2),,,,,,,,각 강선(tendon)의 긴장 순서는 가능한 한 구조물에 대칭이 되도록 실시하여 구조물에 편심에 의한 프리 스트레스가 도입되지 않도록 주의하여야 한다.,,,,,,,,,,
C-10-2016,7.,7.2,,,(3),,,,,,,,강선(tendon)의 양단에 정착구가 있는 경우에는 긴장단의 반대편에 점검 요원을 배치시켜 긴장 작업 시 이상 유무를 확인하여야 한다.,,,,,,,,,,
C-10-2016,7.,7.2,,,(4),,,,,,,,"긴장 작업 시 인장잭 배면에 보호벽을 설치하거나, 근로자의 접근을 금지시켜야 한다.",,,,,,,,,,
C-10-2016,7.,7.2,,,(5),,,,,,,,긴장 작업 완료 후에는 감리자의 승인을 득한 후 그라우팅을 실시하여야 한다.,,,,,,,,,,
C-10-2016,7.,7.2,,,(6),,,,,,,,그라우팅 믹서기의 회전부에 덮개를 설치하여야 한다.,,,,,,,,,,
C-10-2016,7.,7.2,,,(7),,,,,,,,"그라우팅 믹서기의 감전방지를 위한 감전 예방 조치(접지, 누전 차단기 설치 등)를 하여야 한다.",,,,,,,,,,
C-10-2016,8.,,,,,,,,,,,압출 작업 및 마감(도장 등) 작업,,,,,,,,,,,
C-10-2016,8.,8.1,,,,,,,,,,작업개요,"교량 상부 저판과 교좌장치 사이에 미끄럼판(Sliding pad)와 그리스 오일(Grease Oil)을 도포하여 마찰력을 5% 이하로 유지한 후, 교량 상부구조물을 10cm/mim 속도로 추진방향으로 밀어내는 작업이며 유압 잭을 사용하는 Lift & Pushing Up 방법과 강선을 사용하는 Pulling 방법이 있다
",<그림 10>,,,,,,,,,
C-10-2016,8.,8.2,,,,,,,,,,작업 시 준수 사항,,,,,,,,,,,
C-10-2016,8.,8.2,,,(1),,,,,,,,일반적으로 교량 상부구조물을 연속 압출공법(I.L.M)으로 가설할 경우 상부 구조물 전체를 압출 추진시키기 위한 압출 장비의 소요 수평력은 다음 식에 의하여 결정하여야 한다.(도로교 설계기준 4.15.6.5),,,,<수식_UD 1>,,,,,,
C-10-2016,8.,8.2,,,(2),,,,,,,,"압출 시 잭의 압출 용량이 충분한지를 확인하고, 압출력 및 압출 상태 등 압출 장비에 대한 이상 유무도 점검하여야 한다.",,,,,,,,,,
C-10-2016,8.,8.2,,,(3),,,,,,,,"압출이 시작되면 교량 상부 저판과 교좌 장치 사이로 동시에 삽입하는 미끄럼판(Sliding Pad)은 앞뒤의 재질이 다르므로 미끄럼 재질이 뒤집어 들어가지 않도록 특별히 주의를 요하며, 무전기, 비상벨 등을 사용하여 긴급 시 유압 잭 조정자에게 연락이 되도록 하여야 한다.",,,,,,,,,,
C-10-2016,8.,8.2,,,(4),,,,,,,,"가설 받침, 겸용 받침, 영구 받침의 고정작업과 압출 시 미끄럼판의 교체 등을 위하여 교대, 교각 및 가교각 등에 수직 통로 및 작업발판, 안전 난간을 설치하여야 한다.",,,,,,,,,,
C-10-2016,8.,8.2,,,(5),,,,,,,,"압출 잭 작동 근로자는 압출 총책임자의 통제를 반드시 따라야 하며, 추진코나 교각 등에 이상이 발생한 경우에는 압출 작업을 중단하여야 한다.",,,,,,,,,,
C-10-2016,8.,8.2,,,(6),,,,,,,,압출 작업전에 작업원을 충분히 교육시켜 압출 시 부주의 혹은 과도한 수평력에 의한 구조물의 손상이 일어나지 않도록 하여야 한다.,,,,,,,,,,
C-10-2016,8.,8.2,,,(7),,,,,,,,거더 압출 시 손가락 협착 등을 방지하기 위한 미끄럼판(Sliding Pad) 삽입 방법 등을 사전에 철저히 교육시켜야 한다.,,,,,,,,,,
C-10-2016,8.,8.2,,,(8),,,,,,,,"압출이 완료된 후에는 슈에 보호 커버를 하여 온도 하강, 습기 등에 의한 고착 현상이 발생하지 않도록 주의하여야 한다.",,,,,,,,,,
C-10-2016,8.,8.2,,,(9),,,,,,,,강박스 외부 도장 및 염해방지 작업 시에는 압출 지점 하부에 비계 등을 사용하여 안전하게 작업발판을 설치한 후 작업하여야 한다,,,,,,,,,,
C-10-2016,9.,,,,,,,,,,,기타 안전조치 사항,,,,,,,,,,,
C-10-2016,9.,,,,(1),,,,,,,,작업 시작 전에 안전담당자를 지정하여 작업을 지휘하도록 하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(2),,,,,,,,근로자의 건강 상태를 작업 전에 확인하여 작업배치 적정여부를 결정하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(3),,,,,,,,공사 중 인양 하중을 고려하여 크레인 용량을 검토하되 외국 제품의 경우 국내의 정격하중 기준이 다를 수 있으므로 유의하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(4),,,,,,,,크레인 작업에는 신호수를 배치하고 운전원과 신호수 간 신호를 통일하여 운영하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(5),,,,,,,,크레인에는 낙뢰에 대비하여 추가적으로 피뢰설비를 설치하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(6),,,,,,,,크레인 운전원은 다음의 안전 수칙을 준수하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(6),(가),,,,,,,크레인 사용은 지정된 운전원이 하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(6),(나),,,,,,,크레인 운전원의 개인 보호구 및 장비는 무선 조종기 조작 장치와 간섭 되지 않도록 유의하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(6),(다),,,,,,,크레인의 안전장치를 임의로 제거 또는 변경해서는 안 된다.,,,,,,,,,,
C-10-2016,9.,,,,(6),(라),,,,,,,"크레인 사용 시 급운전, 급정지, 급강하, 급상승을 하여서는 안된다.",,,,,,,,,,
C-10-2016,9.,,,,(6),(마),,,,,,,크레인의 정격 인양 하중을 준수한다.,,,,,,,,,,
C-10-2016,9.,,,,(7),,,,,,,,"안전모, 안전대 등 근로자의 개인 보호구를 점검하고 작업 전에 보호구의 착용 방법 교육을 실시하고 작업 중에는 착용 여부 및 상태를 확인하여야 한다.",,,,,,,,,,
C-10-2016,9.,,,,(8),,,,,,,,본 공법에 사용되는 기계 기구 등은 주기적으로 안전 점검을 실시하여 이상이 발견된 때에는 정상적인 장비로 교체하거나 정비하여 이상이 없음을 확인한 후 사용하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(9),,,,,,,,위험기계․기구의 방호장비를 점검하고 이상이 있는 경우에는 정상적인 제품으로 교체하여야 한다.,,,,,,,,,,
C-10-2016,9.,,,,(10),,,,,,,,"교각, 교대, 가교각 등에 설치되는 안전 난간, 사다리 등의 안전시설은 고정형으로 설치하는 것을 원칙으로 한다.",,,,,,,,,,
C-10-2016,9.,,,,(11),,,,,,,,단위 작업반 내에서 의사소통이 미흡한 경우 위험상황을 초래할 수 있으므로 작업반 구성 시 외국인 근로자가 포함되는 경우 원활한 의사소통을 위하여 사전에 교육․훈련을 실시하여야 한다.,,,,,,,,,,
